"fname","lname","week","yr","actual","rating","home","pts_1y","rerec_1y","reyds_1y","retd_1y","pts_2y","rerec_2y","reyds_2y","retd_2y","pts_1wk","rerec_1wk","reyds_1wk","retd_1wk","pts_2wk","rerec_2wk","reyds_2wk","retd_2wk"
" Coby"," Fleener","14","2014","5","6","0","81","52","608","4","36","26","281","2","24","4","127","2","2","2","28","0"
" Delanie"," Walker","14","2014","2","18","1","87","60","571","6","47","21","344","3","0","1","6","0","15","5","155","0"
" Dion"," Sims","14","2014","1","8","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","5","4","58","0","3","4","31","0"
" Eric"," Ebron","14","2014","2","14","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","2","3","23","0","2","2","23","0"
" Jason"," Witten","14","2014","2","17","0","127","73","851","8","115","110","1039","3","0","1","8","0","9","4","30","1"
" Jermaine"," Gresham","14","2014","8","16","1","61","46","458","4","95","64","737","5","3","5","33","0","3","4","33","0"
" John"," Carlson","14","2014","2","17","1","33","32","344","1","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","3","2","38","0","2","3","25","0"
" Ladarius"," Green","14","2014","1","7","1","53","17","376","3","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","0","2","1","0","3","2","34","0"
" Larry"," Donnell","14","2014","2","22","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","4","5","55","0","2","2","24","0"
" Marcedes"," Lewis","14","2014","6","3","1","55","25","359","4","72","52","540","4","0","2","8","0","0","1","-5","0"
" Martellus"," Bennett","14","2014","14","19","1","97","65","759","5","86","55","626","5","10","8","109","0","3","4","37","0"
" Mychal"," Rivera","14","2014","16","13","1","61","38","407","4","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","2","3","21","0","0","1","8","0"
" Owen"," Daniels","14","2014","2","5","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","100","62","716","6","3","2","30","0","0","2","7","0"
" Rob"," Gronkowski","14","2014","14","17","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","140","55","790","11","9","7","98","0","7","5","78","0"
" Scott"," Chandler","14","2014","8","15","0","69","53","655","2","87","43","571","6","0","3","2","0","8","3","28","1"
" Travis"," Kelce","14","2014","10","4","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","3","3","36","0","6","4","67","0"
" Vernon"," Davis","14","2014","2","26","0","157","52","850","13","79","41","548","5","1","2","13","0","2","3","21","0"
" Antonio"," Gates","15","2014","11","15","1","104","77","872","4","89","49","538","7","3","5","34","0","8","7","83","0"
" Coby"," Fleener","15","2014","3","3","1","81","52","608","4","36","26","281","2","5","5","56","0","24","4","127","2"
" Cory"," Harkey","15","2014","2","5","1","19","13","113","2","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","2","0","0","0","7","2","12","1"
" Delanie"," Walker","15","2014","9","27","1","87","60","571","6","47","21","344","3","2","4","27","0","0","1","6","0"
" Eric"," Ebron","15","2014","1","10","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","2","3","28","0","2","3","23","0"
" Greg"," Olsen","15","2014","11","17","1","110","73","816","6","107","69","843","5","13","10","72","1","5","5","59","0"
" Heath"," Miller","15","2014","6","23","0","57","58","593","1","125","71","816","8","8","1","1","1","8","8","82","0"
" Jason"," Witten","15","2014","6","1","0","127","73","851","8","115","110","1039","3","2","2","26","0","0","1","8","0"
" John"," Carlson","15","2014","1","4","0","33","32","344","1","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","2","1","1","0","3","2","38","0"
" Kyle"," Rudolph","15","2014","6","9","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","99","53","493","9","0","2","9","0","6","2","7","1"
" Larry"," Donnell","15","2014","1","25","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","2","4","28","0","4","5","55","0"
" Marcedes"," Lewis","15","2014","2","6","0","55","25","359","4","72","52","540","4","6","3","69","0","0","2","8","0"
" Martellus"," Bennett","15","2014","5","26","1","97","65","759","5","86","55","626","5","14","12","84","1","10","8","109","0"
" Mychal"," Rivera","15","2014","3","14","0","61","38","407","4","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","16","7","109","1","2","3","21","0"
" Owen"," Daniels","15","2014","12","20","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","100","62","716","6","2","2","27","0","3","2","30","0"
" Rob"," Gronkowski","15","2014","15","7","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","140","55","790","11","14","8","87","1","9","7","98","0"
" Ryan"," Griffin","15","2014","1","11","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","2","1","25","0","6","1","8","1"
" Scott"," Chandler","15","2014","2","12","1","69","53","655","2","87","43","571","6","8","8","81","0","0","3","2","0"
" Travis"," Kelce","15","2014","10","28","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","10","7","110","0","3","3","36","0"
" Andrew"," Quarless","16","2014","1","22","0","37","32","312","2","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","0","1","7","0","5","3","52","0"
" Antonio"," Gates","16","2014","21","13","0","104","77","872","4","89","49","538","7","11","6","54","1","3","5","34","0"
" Charles"," Clay","16","2014","11","12","1","113","69","759","6","29","18","212","2","5","6","59","0","4","2","41","0"
" Coby"," Fleener","16","2014","3","16","0","81","52","608","4","36","26","281","2","3","2","32","0","5","5","56","0"
" Delanie"," Walker","16","2014","5","21","0","87","60","571","6","47","21","344","3","9","4","93","0","2","4","27","0"
" Greg"," Olsen","16","2014","2","8","1","110","73","816","6","107","69","843","5","11","10","110","0","13","10","72","1"
" Heath"," Miller","16","2014","6","18","1","57","58","593","1","125","71","816","8","6","4","68","0","8","1","1","1"
" Jared"," Cook","16","2014","4","19","1","89","51","671","5","69","44","523","4","2","3","22","0","18","4","61","2"
" Jason"," Witten","16","2014","15","14","1","127","73","851","8","115","110","1039","3","6","7","69","0","2","2","26","0"
" Jimmy"," Graham","16","2014","10","22","1","211","86","1215","16","144","85","982","9","8","5","87","0","2","3","25","0"
" John"," Carlson","16","2014","1","11","1","33","32","344","1","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","1","1","11","0","2","1","1","0"
" Jordan"," Cameron","16","2014","14","24","0","127","80","917","7","25","20","226","1","0","1","4","0","4","4","41","0"
" Lance"," Kendricks","16","2014","9","19","1","44","32","258","4","70","42","519","4","1","1","10","0","1","1","11","0"
" Larry"," Donnell","16","2014","4","3","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","1","2","11","0","2","4","28","0"
" Levine"," Toilolo","16","2014","1","28","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","0","1","4","0","0","1","-1","0"
" Marcedes"," Lewis","16","2014","6","25","1","55","25","359","4","72","52","540","4","2","2","22","0","6","3","69","0"
" Rob"," Gronkowski","16","2014","9","27","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","140","55","790","11","15","3","96","1","14","8","87","1"
" Rob"," Housler","16","2014","1","11","1","48","39","454","1","36","45","417","0","0","0","0","0","2","1","20","0"
" Ryan"," Griffin","16","2014","2","6","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","1","2","11","0","2","1","25","0"
" Scott"," Chandler","16","2014","9","29","0","69","53","655","2","87","43","571","6","2","2","22","0","8","8","81","0"
" Travis"," Kelce","16","2014","3","15","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","10","5","59","1","10","7","110","0"
" Zach"," Ertz","16","2014","11","26","0","64","36","469","4","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","3","3","32","0","9","2","39","1"
" Antonio"," Gates","17","2014","6","14","0","104","77","872","4","89","49","538","7","21","7","92","2","11","6","54","1"
" Benjamin"," Watson","17","2014","1","20","0","31","19","226","2","61","49","501","3","0","1","2","0","0","1","5","0"
" Brent"," Celek","17","2014","6","20","0","76","32","502","6","66","57","684","1","1","1","15","0","4","4","52","0"
" Charles"," Clay","17","2014","10","24","1","113","69","759","6","29","18","212","2","11","6","114","0","5","6","59","0"
" Coby"," Fleener","17","2014","17","23","0","81","52","608","4","36","26","281","2","3","4","36","0","3","2","32","0"
" Crockett"," Gillmore","17","2014","2","9","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","0","1","9","0","3","2","37","0"
" Dante"," Rosario","17","2014","2","10","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","0","1","1","0","0","1","4","0"
" Delanie"," Walker","17","2014","4","11","1","87","60","571","6","47","21","344","3","5","4","54","0","9","4","93","0"
" Greg"," Olsen","17","2014","2","22","0","110","73","816","6","107","69","843","5","2","1","21","0","11","10","110","0"
" Heath"," Miller","17","2014","4","19","1","57","58","593","1","125","71","816","8","6","7","68","0","6","4","68","0"
" Jared"," Cook","17","2014","3","5","0","89","51","671","5","69","44","523","4","4","5","41","0","2","3","22","0"
" Jason"," Witten","17","2014","4","25","0","127","73","851","8","115","110","1039","3","15","7","90","1","6","7","69","0"
" Jimmy"," Graham","17","2014","5","20","0","211","86","1215","16","144","85","982","9","10","6","53","1","8","5","87","0"
" Jordan"," Cameron","17","2014","4","4","0","127","80","917","7","25","20","226","1","14","3","88","1","0","1","4","0"
" Jordan"," Reed","17","2014","6","13","1","65","45","499","3","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","0","2","5","0","1","3","13","0"
" Lance"," Kendricks","17","2014","1","5","0","44","32","258","4","70","42","519","4","9","2","35","1","1","1","10","0"
" Larry"," Donnell","17","2014","2","1","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","4","4","42","0","1","2","11","0"
" Levine"," Toilolo","17","2014","1","15","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","1","4","17","0","0","1","4","0"
" Martellus"," Bennett","17","2014","5","10","0","97","65","759","5","86","55","626","5","0","1","0","0","5","4","36","0"
" Mychal"," Rivera","17","2014","2","16","0","61","38","407","4","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","0","1","5","0","3","7","39","0"
" Owen"," Daniels","17","2014","4","9","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","100","62","716","6","0","1","7","0","12","4","62","1"
" Rhett"," Ellison","17","2014","2","18","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","4","2","47","0","0","2","9","0"
" Rob"," Housler","17","2014","2","11","0","48","39","454","1","36","45","417","0","1","1","13","0","0","0","0","0"
" Scott"," Chandler","17","2014","2","6","0","69","53","655","2","87","43","571","6","9","4","37","1","2","2","22","0"
" Travis"," Kelce","17","2014","8","21","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","3","4","31","0","10","5","59","1"
" Zach"," Ertz","17","2014","5","20","0","64","36","469","4","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","11","15","115","0","3","3","32","0"
" Anthony"," Fasano","3","2015","2","14","1","42","25","226","4","33","23","200","3","14","5","84","1","1","1","18","0"
" Benjamin"," Watson","3","2015","3","6","0","20","20","136","2","31","19","226","2","1","2","12","0","1","3","19","0"
" Charles"," Clay","3","2015","14","16","0","73","58","605","3","113","69","759","6","7","3","19","1","4","4","43","0"
" Crockett"," Gillmore","3","2015","4","11","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","20","5","88","2","2","2","23","0"
" Eric"," Ebron","3","2015","6","2","1","26","25","248","1","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","10","5","43","1","11","4","53","1"
" Garrett"," Celek","3","2015","2","1","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","1","2","10","0","4","3","40","0"
" Gary"," Barnidge","3","2015","16","19","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","20","13","127","2","1","1","17","0","3","3","38","0"
" Greg"," Olsen","3","2015","25","13","1","131","84","1008","6","110","73","816","6","7","6","70","0","1","1","11","0"
" Heath"," Miller","3","2015","1","5","0","88","66","761","3","57","58","593","1","9","2","15","1","8","8","84","0"
" Jason"," Witten","3","2015","6","20","1","93","64","703","5","127","73","851","8","5","7","56","0","18","8","60","2"
" Jermaine"," Gresham","3","2015","3","19","1","69","62","460","5","61","46","458","4","0","1","5","0","0","1","4","0"
" Jimmy"," Graham","3","2015","14","22","1","139","85","889","10","211","86","1215","16","1","1","11","0","11","6","51","1"
" Jordan"," Cameron","3","2015","1","5","1","51","24","424","2","127","80","917","7","6","3","62","0","7","4","73","0"
" Jordan"," Reed","3","2015","9","8","0","42","50","465","0","65","45","499","3","8","6","82","0","12","7","63","1"
" Kyle"," Rudolph","3","2015","1","21","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","9","5","30","1","5","5","53","0"
